GeneID,unknown
ENSG00000120458,1026
ENSG00000120471,0
ENSG00000120498,0
ENSG00000120500,5
ENSG00000120509,1548
ENSG00000120519,1089
ENSG00000120526,815
ENSG00000120533,4961
ENSG00000120539,1121
ENSG00000120549,8
ENSG00000120563,4
ENSG00000120594,17649
ENSG00000120616,8563
ENSG00000120645,55
ENSG00000120647,682
ENSG00000120656,6032
ENSG00000120658,1
ENSG00000120659,18
ENSG00000120662,1355
ENSG00000120669,0
ENSG00000120675,2413
ENSG00000120685,4043
ENSG00000120686,4394
ENSG00000120688,2027
ENSG00000120690,26709
ENSG00000120693,8
ENSG00000120694,3878
ENSG00000120696,5296
ENSG00000120697,1982
ENSG00000120699,2079
ENSG00000120705,14038
ENSG00000120708,35704
ENSG00000120709,43608
ENSG00000120725,4255
ENSG00000120727,22195
ENSG00000120729,1
ENSG00000120733,23956
ENSG00000120738,326
ENSG00000120742,39011
ENSG00000120756,208
ENSG00000120784,489
ENSG00000120798,1155
ENSG00000120800,865
ENSG00000120802,17240
ENSG00000120805,1912
ENSG00000120820,3
ENSG00000120832,791
ENSG00000120833,855
ENSG00000120837,1172
ENSG00000120860,2543
ENSG00000120868,24273
ENSG00000120875,108
ENSG00000120885,38875
ENSG00000120889,10546
ENSG00000120896,2903
ENSG00000120899,89164
ENSG00000120903,102
ENSG00000120907,0
ENSG00000120910,2749
ENSG00000120913,19631
ENSG00000120915,922
ENSG00000120925,2771
ENSG00000120937,4
ENSG00000120942,2774
ENSG00000120948,9359
ENSG00000120949,4428
ENSG00000120952,4
ENSG00000120963,5417
ENSG00000120992,9932
ENSG00000121005,4
ENSG00000121022,7882
ENSG00000121039,566
ENSG00000121053,18
ENSG00000121057,1544
ENSG00000121058,2027
ENSG00000121060,80788
ENSG00000121064,29346
ENSG00000121067,12718
ENSG00000121068,1
ENSG00000121073,4483
ENSG00000121075,0
ENSG00000121101,27
ENSG00000121104,38791
ENSG00000121152,469
ENSG00000121207,0
ENSG00000121210,13741
ENSG00000121211,42
ENSG00000121236,173
ENSG00000121270,85
ENSG00000121274,2757
ENSG00000121281,26420
ENSG00000121289,1955
ENSG00000121297,3271
ENSG00000121310,3677
ENSG00000121314,0
ENSG00000121316,131002
ENSG00000121318,4
ENSG00000121335,0
ENSG00000121350,2612
ENSG00000121351,4
ENSG00000121361,2
ENSG00000121377,4
ENSG00000121380,27
ENSG00000121381,0
ENSG00000121390,6043
ENSG00000121406,620
ENSG00000121410,67
ENSG00000121413,1390
ENSG00000121417,1780
ENSG00000121440,0
ENSG00000121446,6
ENSG00000121454,207
ENSG00000121481,3313
ENSG00000121486,5290
ENSG00000121542,1047
ENSG00000121552,9831
ENSG00000121570,79
ENSG00000121577,233
ENSG00000121578,2265
ENSG00000121579,15614
ENSG00000121594,55
ENSG00000121621,167
ENSG00000121634,4
ENSG00000121644,3998
ENSG00000121653,124
ENSG00000121671,4157
ENSG00000121680,7361
ENSG00000121690,79
ENSG00000121691,67102
ENSG00000121716,1590
ENSG00000121741,10453
ENSG00000121742,300
ENSG00000121743,23
ENSG00000121749,8333
ENSG00000121753,138
ENSG00000121764,198
ENSG00000121766,3249
ENSG00000121769,10
ENSG00000121774,19683
ENSG00000121775,2713
ENSG00000121797,1567
ENSG00000121807,28756
ENSG00000121851,2300
ENSG00000121853,1
ENSG00000121858,46333
ENSG00000121864,2190
ENSG00000121871,4
ENSG00000121879,6398
ENSG00000121892,9075
ENSG00000121895,878
ENSG00000121897,2164
ENSG00000121898,9
ENSG00000121900,22
ENSG00000121903,143
ENSG00000121904,0
ENSG00000121905,12
ENSG00000121931,3735
ENSG00000121933,224
ENSG00000121940,1848
ENSG00000121957,1563
ENSG00000121964,4490
ENSG00000121966,56954
ENSG00000121988,338
ENSG00000121989,578
ENSG00000122008,2983
ENSG00000122012,3
ENSG00000122025,2545
ENSG00000122026,97270
ENSG00000122033,5440
ENSG00000122034,16831
ENSG00000122035,1313
ENSG00000122042,8797
ENSG00000122068,6317
ENSG00000122085,4991
ENSG00000122121,161
ENSG00000122122,62325
ENSG00000122126,1019
ENSG00000122133,4
ENSG00000122136,0
ENSG00000122140,3006
ENSG00000122145,0
ENSG00000122176,1
ENSG00000122180,0
ENSG00000122188,1503
ENSG00000122194,0
ENSG00000122203,5361
ENSG00000122218,29443
ENSG00000122223,7029
ENSG00000122224,3707
ENSG00000122254,0
ENSG00000122257,8483
ENSG00000122299,7266
ENSG00000122304,4
ENSG00000122335,1148
ENSG00000122359,98402
ENSG00000122367,10
ENSG00000122375,4
ENSG00000122376,3003
ENSG00000122378,484
ENSG00000122386,134
ENSG00000122390,14508
ENSG00000122406,72299
ENSG00000122417,1651
ENSG00000122420,206
ENSG00000122432,628
ENSG00000122435,1309
ENSG00000122477,75
ENSG00000122481,468
ENSG00000122482,3129
ENSG00000122483,839
ENSG00000122484,1513
ENSG00000122490,27995
ENSG00000122507,703
ENSG00000122512,1344
ENSG00000122515,9738
ENSG00000122543,116
ENSG00000122545,27017
ENSG00000122547,8658
ENSG00000122550,2100
ENSG00000122557,10920
ENSG00000122565,17528
ENSG00000122566,54419
ENSG00000122574,1
ENSG00000122584,4
ENSG00000122585,0
ENSG00000122591,2886
ENSG00000122592,13
ENSG00000122641,255
ENSG00000122642,2159
ENSG00000122643,6654
ENSG00000122644,3175
ENSG00000122674,3806
ENSG00000122678,5701
ENSG00000122679,21
ENSG00000122687,2820
ENSG00000122691,3
ENSG00000122692,11557
ENSG00000122694,96615
ENSG00000122696,1177
ENSG00000122705,17422
ENSG00000122707,666
ENSG00000122711,1
ENSG00000122728,0
ENSG00000122729,1332
ENSG00000122733,175
ENSG00000122735,1
ENSG00000122741,7464
ENSG00000122756,0
ENSG00000122778,15
ENSG00000122779,3521
ENSG00000122783,5368
ENSG00000122786,270
ENSG00000122787,0
ENSG00000122824,11
ENSG00000122852,0
ENSG00000122859,0
ENSG00000122861,704
ENSG00000122862,493194
ENSG00000122863,0
ENSG00000122870,16
ENSG00000122873,1169
ENSG00000122877,68
ENSG00000122882,3222
ENSG00000122884,4245
ENSG00000122912,2618
ENSG00000122952,811
ENSG00000122958,8253
ENSG00000122965,3520
ENSG00000122966,315
ENSG00000122970,117
ENSG00000122971,4418
ENSG00000122986,13507
ENSG00000123064,9004
ENSG00000123066,18034
ENSG00000123080,1986
ENSG00000123091,33304
ENSG00000123094,13
ENSG00000123095,292
ENSG00000123096,326
ENSG00000123104,4320
ENSG00000123106,1636
ENSG00000123119,244
ENSG00000123124,3140
ENSG00000123130,8505
ENSG00000123131,2453
ENSG00000123136,7994
ENSG00000123143,45368
ENSG00000123144,46229
ENSG00000123146,203706
ENSG00000123154,3416
ENSG00000123159,2665
ENSG00000123165,0
ENSG00000123171,10
ENSG00000123178,526
ENSG00000123179,1473
ENSG00000123191,225
ENSG00000123200,6181
ENSG00000123213,1482
ENSG00000123219,548
ENSG00000123240,32517
ENSG00000123243,0
ENSG00000123268,2977
ENSG00000123297,1479
ENSG00000123307,1
ENSG00000123329,124493
ENSG00000123338,54992
ENSG00000123342,267
ENSG00000123349,29942
ENSG00000123352,749
ENSG00000123353,5835
ENSG00000123358,525
ENSG00000123360,3605
ENSG00000123364,4
ENSG00000123374,1744
ENSG00000123384,19783
ENSG00000123388,0
ENSG00000123395,4262
ENSG00000123405,120279
ENSG00000123407,0
ENSG00000123411,633
ENSG00000123415,2703
ENSG00000123416,53309
ENSG00000123427,253
ENSG00000123444,3589
ENSG00000123453,186
ENSG00000123454,15
ENSG00000123472,3699
ENSG00000123473,235
ENSG00000123485,585
ENSG00000123496,0
ENSG00000123500,49
ENSG00000123505,18434
ENSG00000123545,708
ENSG00000123552,433
ENSG00000123560,0
ENSG00000123561,0
ENSG00000123562,6533
ENSG00000123569,4
ENSG00000123570,38
ENSG00000123572,0
ENSG00000123575,5896
ENSG00000123576,0
ENSG00000123584,4
ENSG00000123594,4
ENSG00000123595,2696
ENSG00000123600,1725
ENSG00000123607,1516
ENSG00000123609,17571
ENSG00000123610,7194
ENSG00000123612,132
ENSG00000123636,8501
ENSG00000123643,14949
ENSG00000123684,35913
ENSG00000123685,369
ENSG00000123689,703
ENSG00000123700,22701
ENSG00000123728,11944
ENSG00000123737,2436
ENSG00000123739,2006
ENSG00000123810,4933
ENSG00000123815,8163
ENSG00000123836,6965
ENSG00000123838,518
ENSG00000123843,28
ENSG00000123892,145
ENSG00000123901,30
ENSG00000123908,20469
ENSG00000123933,24427
ENSG00000123975,622
ENSG00000123977,1
ENSG00000123983,5771
ENSG00000123989,1139
ENSG00000123992,3846
ENSG00000123999,0
ENSG00000124003,6
ENSG00000124006,55
ENSG00000124019,198
ENSG00000124067,3637
ENSG00000124074,1673
ENSG00000124089,4
ENSG00000124091,32
ENSG00000124092,0
ENSG00000124098,135726
ENSG00000124102,18664
ENSG00000124103,807
ENSG00000124104,2416
ENSG00000124107,13433
ENSG00000124116,24
ENSG00000124120,5181
ENSG00000124126,134044
ENSG00000124134,110
ENSG00000124140,27
ENSG00000124143,1
ENSG00000124145,584
ENSG00000124151,15680
ENSG00000124155,11323
ENSG00000124157,0
ENSG00000124159,9
ENSG00000124160,5585
ENSG00000124164,7552
ENSG00000124171,212
ENSG00000124172,63011
ENSG00000124177,2692
ENSG00000124181,7055
ENSG00000124191,307
ENSG00000124193,17453
ENSG00000124194,1
ENSG00000124196,14
ENSG00000124198,3650
ENSG00000124201,27150
ENSG00000124203,1979
ENSG00000124205,16
ENSG00000124207,5184
ENSG00000124208,4
ENSG00000124209,6796
ENSG00000124212,1
ENSG00000124214,17203
ENSG00000124215,723
ENSG00000124216,81
ENSG00000124217,1366
ENSG00000124222,28336
ENSG00000124225,368
ENSG00000124226,12400
ENSG00000124227,0
ENSG00000124228,5919
ENSG00000124232,0
ENSG00000124233,72
ENSG00000124237,0
ENSG00000124243,1430
ENSG00000124249,0
ENSG00000124251,33
ENSG00000124253,1
ENSG00000124256,8112
ENSG00000124257,145
ENSG00000124260,0
ENSG00000124275,3219
ENSG00000124279,966
ENSG00000124299,7415
ENSG00000124302,63
ENSG00000124313,2362
ENSG00000124333,8561
ENSG00000124334,63
ENSG00000124343,20
ENSG00000124356,4923
ENSG00000124357,57376
ENSG00000124370,577
ENSG00000124374,329
ENSG00000124380,3094
ENSG00000124383,2502
ENSG00000124391,14
ENSG00000124406,5845
ENSG00000124422,25273
ENSG00000124429,31
ENSG00000124440,0
ENSG00000124444,1005
ENSG00000124449,1
ENSG00000124459,1181
ENSG00000124466,235
ENSG00000124467,0
ENSG00000124469,10158
ENSG00000124479,0
ENSG00000124486,19804
ENSG00000124490,154
ENSG00000124491,22355
ENSG00000124493,5
ENSG00000124496,6545
ENSG00000124507,212
ENSG00000124508,2422
ENSG00000124523,2609
ENSG00000124532,2851
ENSG00000124535,4968
ENSG00000124541,4548
ENSG00000124557,28
ENSG00000124562,4479
ENSG00000124564,13
ENSG00000124568,2
ENSG00000124570,12363
ENSG00000124571,2724
ENSG00000124574,3456
ENSG00000124575,8
ENSG00000124587,5989
ENSG00000124588,27010
ENSG00000124596,2213
ENSG00000124602,478
ENSG00000124608,1394
ENSG00000124610,0
ENSG00000124613,137
ENSG00000124614,157
ENSG00000124615,152
ENSG00000124635,865
ENSG00000124641,1823
ENSG00000124657,40
ENSG00000124659,9207
ENSG00000124664,2
ENSG00000124678,1
ENSG00000124688,3472
ENSG00000124701,36
ENSG00000124702,12859
ENSG00000124713,551
ENSG00000124721,40
ENSG00000124731,49023
ENSG00000124733,6302
ENSG00000124743,22
ENSG00000124749,2
ENSG00000124762,5592
ENSG00000124766,1372
ENSG00000124767,4859
ENSG00000124772,4929
ENSG00000124780,26
ENSG00000124782,5579
ENSG00000124783,28670
ENSG00000124784,2070
ENSG00000124785,472
ENSG00000124786,2786
ENSG00000124787,190
ENSG00000124788,16578
ENSG00000124789,10866
ENSG00000124795,14285
ENSG00000124802,177
ENSG00000124812,4
ENSG00000124813,3832
ENSG00000124818,0
ENSG00000124827,0
ENSG00000124831,54763
ENSG00000124839,16
ENSG00000124875,57
ENSG00000124882,84
ENSG00000124900,0
ENSG00000124920,117
ENSG00000124935,4
ENSG00000124939,0
ENSG00000124942,75224
ENSG00000125037,30466
ENSG00000125046,0
ENSG00000125084,68
ENSG00000125089,10506
ENSG00000125107,22830
ENSG00000125122,563
ENSG00000125124,2980
ENSG00000125144,57
ENSG00000125148,8726
ENSG00000125149,5232
ENSG00000125166,3481
ENSG00000125170,2399
ENSG00000125207,0
ENSG00000125245,945
ENSG00000125246,455
ENSG00000125247,579
ENSG00000125249,3942
ENSG00000125255,4
ENSG00000125257,2383
ENSG00000125266,44
ENSG00000125285,0
ENSG00000125304,46659
ENSG00000125319,108
ENSG00000125337,0
ENSG00000125347,95503
ENSG00000125351,1226
ENSG00000125352,3763
ENSG00000125354,20667
ENSG00000125355,45
ENSG00000125356,6936
ENSG00000125363,4
ENSG00000125375,3687
ENSG00000125378,9
ENSG00000125384,6556
ENSG00000125386,6460
ENSG00000125388,195
ENSG00000125398,0
ENSG00000125409,9
ENSG00000125414,4
ENSG00000125430,2185
ENSG00000125434,1118
ENSG00000125445,4633
ENSG00000125447,14597
ENSG00000125449,5137
ENSG00000125450,3653
ENSG00000125454,1945
ENSG00000125457,4260
ENSG00000125458,4026
ENSG00000125459,720
ENSG00000125462,128
ENSG00000125482,2194
ENSG00000125484,2058
ENSG00000125485,693
ENSG00000125492,0
ENSG00000125498,106
ENSG00000125503,27158
ENSG00000125505,168150
ENSG00000125508,8
ENSG00000125510,7512
ENSG00000125520,7168
ENSG00000125522,0
ENSG00000125531,110
ENSG00000125533,0
ENSG00000125534,20947
ENSG00000125538,9574
ENSG00000125551,158
ENSG00000125571,0
ENSG00000125611,2350
ENSG00000125618,284
ENSG00000125629,2707
ENSG00000125630,1833
ENSG00000125633,9427
ENSG00000125637,68973
ENSG00000125648,1658
ENSG00000125650,551
ENSG00000125651,12754
ENSG00000125652,6940
ENSG00000125656,6187
ENSG00000125657,83
ENSG00000125675,1
ENSG00000125676,5202
ENSG00000125686,3973
ENSG00000125691,29987
ENSG00000125703,1922
ENSG00000125726,264
ENSG00000125730,225
ENSG00000125731,1341
ENSG00000125733,567
ENSG00000125734,20945
ENSG00000125735,18572
ENSG00000125740,256
ENSG00000125741,3333
ENSG00000125743,7678
ENSG00000125744,2941
ENSG00000125746,6053
ENSG00000125753,207976
ENSG00000125755,13323
ENSG00000125772,38876
ENSG00000125775,341
ENSG00000125779,13355
ENSG00000125780,2023
ENSG00000125787,24
ENSG00000125788,4
ENSG00000125798,0
ENSG00000125810,56355
ENSG00000125812,1870
ENSG00000125813,0
ENSG00000125814,1792
ENSG00000125815,4
ENSG00000125816,4
ENSG00000125817,15412
ENSG00000125818,53210
ENSG00000125820,0
ENSG00000125821,2523
ENSG00000125823,0
ENSG00000125826,32957
ENSG00000125827,39647
ENSG00000125831,0
ENSG00000125834,10947
ENSG00000125835,14742
ENSG00000125841,119
ENSG00000125843,1498
ENSG00000125844,12494
ENSG00000125845,87
ENSG00000125846,1331
ENSG00000125848,0
ENSG00000125850,0
ENSG00000125851,4
ENSG00000125861,0
ENSG00000125863,3480
ENSG00000125864,139
ENSG00000125868,5554
ENSG00000125869,189
ENSG00000125870,4693
ENSG00000125871,3116
ENSG00000125872,0
ENSG00000125875,9877
ENSG00000125877,4406
ENSG00000125878,1
ENSG00000125879,0
ENSG00000125885,822
ENSG00000125888,4
ENSG00000125895,7
ENSG00000125898,8415
ENSG00000125900,765
ENSG00000125901,2148
ENSG00000125903,4
ENSG00000125910,96923
ENSG00000125912,18962
ENSG00000125931,9
ENSG00000125944,14054
ENSG00000125945,1161
ENSG00000125952,37112
ENSG00000125954,2
ENSG00000125962,794
ENSG00000125965,2
ENSG00000125966,321
ENSG00000125967,1066
ENSG00000125968,37
ENSG00000125970,44316
ENSG00000125971,11926
ENSG00000125975,0
ENSG00000125977,15065
ENSG00000125991,18829
ENSG00000125995,3994
ENSG00000125998,0
ENSG00000125999,0
ENSG00000126001,6936
ENSG00000126003,7039
ENSG00000126005,14140
ENSG00000126010,12
ENSG00000126012,21780
ENSG00000126016,118
ENSG00000126062,6917
ENSG00000126067,9742
ENSG00000126070,5015
ENSG00000126088,10768
ENSG00000126091,1158
ENSG00000126106,1743
ENSG00000126107,9922
ENSG00000126214,11319
ENSG00000126215,2529
ENSG00000126216,8205
ENSG00000126217,357
ENSG00000126218,1
ENSG00000126226,4414
ENSG00000126231,12
ENSG00000126233,4
ENSG00000126243,784
ENSG00000126246,2022
ENSG00000126247,63718
ENSG00000126249,203
ENSG00000126251,27
ENSG00000126254,13659
ENSG00000126259,19
ENSG00000126261,6737
ENSG00000126262,67664
ENSG00000126264,17405
ENSG00000126266,6
ENSG00000126267,21324
ENSG00000126337,4
ENSG00000126351,6190
ENSG00000126353,8777
ENSG00000126368,924
ENSG00000126391,12988
ENSG00000126432,52231
ENSG00000126453,2153
ENSG00000126456,20239
ENSG00000126457,8894
ENSG00000126458,4278
ENSG00000126460,63
ENSG00000126461,15139
ENSG00000126464,5220
ENSG00000126467,189
ENSG00000126500,5
ENSG00000126522,3213
ENSG00000126524,2392
ENSG00000126545,3
ENSG00000126549,4
ENSG00000126550,0
ENSG00000126561,29920
ENSG00000126562,15
ENSG00000126581,17570
ENSG00000126583,13
ENSG00000126602,4297
ENSG00000126603,484
ENSG00000126653,2300
ENSG00000126698,9914
ENSG00000126705,1280
ENSG00000126709,13482
ENSG00000126733,0
ENSG00000126746,9879
ENSG00000126749,1818
ENSG00000126752,4
ENSG00000126756,8115
ENSG00000126759,102091
ENSG00000126767,4461
ENSG00000126768,10968
ENSG00000126773,3458
ENSG00000126775,4219
ENSG00000126777,8189
ENSG00000126778,0
ENSG00000126785,1
ENSG00000126787,448
ENSG00000126790,702
ENSG00000126803,72
ENSG00000126804,5153
ENSG00000126814,851
ENSG00000126821,2283
ENSG00000126822,37388
ENSG00000126838,6
ENSG00000126856,9
ENSG00000126858,9685
ENSG00000126860,19340
ENSG00000126861,576
ENSG00000126870,494
ENSG00000126878,33
ENSG00000126882,20882
ENSG00000126883,29133
ENSG00000126890,1
ENSG00000126895,32
ENSG00000126903,6509
ENSG00000126934,48014
ENSG00000126945,22659
ENSG00000126947,227
ENSG00000126950,0
ENSG00000126952,3
ENSG00000126953,444
ENSG00000126970,338
ENSG00000127022,35384
ENSG00000127054,12655
ENSG00000127074,9
ENSG00000127080,1430
ENSG00000127081,853
ENSG00000127083,0
ENSG00000127084,93193
ENSG00000127124,1480
ENSG00000127125,7284
ENSG00000127129,0
ENSG00000127152,4227
ENSG00000127184,10791
ENSG00000127191,2832
ENSG00000127220,3289
ENSG00000127241,1
ENSG00000127249,49
ENSG00000127252,39
ENSG00000127311,6877
ENSG00000127314,29153
ENSG00000127318,0
ENSG00000127324,0
ENSG00000127325,6
ENSG00000127328,1843
ENSG00000127329,26
ENSG00000127334,5151
ENSG00000127337,1106
ENSG00000127362,13
ENSG00000127364,103
ENSG00000127366,53
ENSG00000127377,20
ENSG00000127399,2447
ENSG00000127412,39
ENSG00000127415,1903
ENSG00000127418,831
ENSG00000127419,6769
ENSG00000127423,72
ENSG00000127445,10098
ENSG00000127452,2831
ENSG00000127463,2544
ENSG00000127472,0
ENSG00000127481,20587
ENSG00000127483,21066
ENSG00000127507,60329
ENSG00000127511,12870
ENSG00000127515,4
ENSG00000127526,9211
ENSG00000127527,14026
ENSG00000127528,113297
ENSG00000127529,4
ENSG00000127530,4
ENSG00000127533,210
ENSG00000127540,3171
ENSG00000127554,3424
ENSG00000127561,149
ENSG00000127564,811
ENSG00000127578,235
ENSG00000127580,2745
ENSG00000127585,886
ENSG00000127586,1423
ENSG00000127588,2
ENSG00000127603,19362
ENSG00000127616,8836
ENSG00000127663,36649
ENSG00000127666,3497
ENSG00000127720,1015
ENSG00000127743,10
ENSG00000127774,2718
ENSG00000127780,0
ENSG00000127804,2905
ENSG00000127824,47072
ENSG00000127831,487
ENSG00000127837,9916
ENSG00000127838,9444
ENSG00000127863,15
ENSG00000127870,4353
ENSG00000127884,5559
ENSG00000127903,132
ENSG00000127914,3694
ENSG00000127920,3795
ENSG00000127922,1203
ENSG00000127928,4
ENSG00000127946,17407
ENSG00000127947,19050
ENSG00000127948,26233
ENSG00000127951,80813
ENSG00000127952,3985
ENSG00000127954,77798
ENSG00000127955,92
ENSG00000127980,1779
ENSG00000127989,836
ENSG00000127990,56
ENSG00000127993,2699
ENSG00000127995,1512
ENSG00000128000,2733
ENSG00000128011,7658
ENSG00000128016,69209
ENSG00000128039,1224
ENSG00000128040,47
ENSG00000128045,2
ENSG00000128050,2890
ENSG00000128052,1
ENSG00000128059,659
ENSG00000128159,11988
ENSG00000128165,341
ENSG00000128185,4326
ENSG00000128191,3522
ENSG00000128203,1662
ENSG00000128218,567
ENSG00000128228,4583
ENSG00000128242,17
ENSG00000128245,22867
ENSG00000128250,1
ENSG00000128253,95
ENSG00000128266,1028
ENSG00000128268,803
ENSG00000128271,271
ENSG00000128272,34413
ENSG00000128274,22
ENSG00000128276,5
ENSG00000128283,2063
ENSG00000128284,10816
ENSG00000128285,8
ENSG00000128294,35174
ENSG00000128298,118
ENSG00000128309,8578
ENSG00000128310,1
ENSG00000128311,5782
ENSG00000128313,1
ENSG00000128322,14
ENSG00000128335,21127
ENSG00000128340,173945
ENSG00000128342,57
ENSG00000128346,53
ENSG00000128383,55810
ENSG00000128394,1410
ENSG00000128408,39
ENSG00000128422,0
ENSG00000128463,6840
ENSG00000128482,248
ENSG00000128487,5548
ENSG00000128510,0
ENSG00000128512,2695
ENSG00000128513,1302
ENSG00000128519,4
ENSG00000128524,13139
ENSG00000128534,2376
ENSG00000128536,118
ENSG00000128563,5099
ENSG00000128564,12
ENSG00000128567,156
ENSG00000128573,0
ENSG00000128578,91
ENSG00000128581,212
ENSG00000128585,11547
ENSG00000128590,2662
ENSG00000128591,3
ENSG00000128594,15533
ENSG00000128595,4667
ENSG00000128596,311
ENSG00000128602,18
ENSG00000128604,11955
ENSG00000128606,22
ENSG00000128607,5209
ENSG00000128609,2022
ENSG00000128610,4
ENSG00000128617,2
ENSG00000128626,3153
ENSG00000128641,188
ENSG00000128645,0
ENSG00000128652,4
ENSG00000128654,711
ENSG00000128655,0
ENSG00000128656,96
ENSG00000128683,5
ENSG00000128694,494
ENSG00000128699,5937
ENSG00000128708,4571
ENSG00000128709,0
ENSG00000128710,0
ENSG00000128713,0
ENSG00000128714,0
ENSG00000128731,2824
ENSG00000128739,482
ENSG00000128789,5688
ENSG00000128791,1085
ENSG00000128805,457
ENSG00000128815,13348
ENSG00000128829,3201
ENSG00000128833,94
ENSG00000128849,0
ENSG00000128872,6110
ENSG00000128881,2245
ENSG00000128886,28
ENSG00000128891,4405
ENSG00000128908,4470
ENSG00000128915,3055
ENSG00000128917,22
ENSG00000128918,2838
ENSG00000128923,4085
ENSG00000128928,5681
ENSG00000128944,1188
ENSG00000128951,8845
ENSG00000128965,50
ENSG00000128973,3920
ENSG00000128989,15962
ENSG00000129003,9876
ENSG00000129007,692
ENSG00000129009,0
ENSG00000129028,25
ENSG00000129038,535
ENSG00000129048,22
ENSG00000129055,6238
ENSG00000129071,11563
ENSG00000129083,18705
ENSG00000129084,2282
ENSG00000129103,10209
ENSG00000129116,1241
ENSG00000129128,27358
ENSG00000129151,0
ENSG00000129152,4
ENSG00000129158,1012
ENSG00000129159,0
ENSG00000129167,89
ENSG00000129170,0
ENSG00000129173,222
ENSG00000129187,4511
ENSG00000129194,83
ENSG00000129195,96
ENSG00000129197,3474
ENSG00000129204,13
ENSG00000129214,2
ENSG00000129219,3993
ENSG00000129221,0
ENSG00000129226,77
ENSG00000129235,2818
ENSG00000129244,216
ENSG00000129245,7711
ENSG00000129250,9716
ENSG00000129255,7795
ENSG00000129292,14160
ENSG00000129295,1102
ENSG00000129315,5128
ENSG00000129317,2340
ENSG00000129347,5624
ENSG00000129351,24160
ENSG00000129353,106713
ENSG00000129354,571
ENSG00000129355,35984
ENSG00000129422,146
ENSG00000129437,30
ENSG00000129450,30900
ENSG00000129451,0
ENSG00000129455,4
ENSG00000129460,1500
ENSG00000129465,5630
ENSG00000129467,1792
ENSG00000129472,6409
ENSG00000129473,1333
ENSG00000129474,119
ENSG00000129480,663
ENSG00000129484,825
ENSG00000129493,2492
ENSG00000129514,0
ENSG00000129515,17425
ENSG00000129518,6663
ENSG00000129521,192
ENSG00000129534,6662
ENSG00000129535,467
ENSG00000129538,570
ENSG00000129559,6823
ENSG00000129562,16221
ENSG00000129566,12911
ENSG00000129595,234
ENSG00000129596,20
ENSG00000129625,22613
ENSG00000129636,6932
ENSG00000129646,504
ENSG00000129654,30
ENSG00000129657,86145
ENSG00000129667,18452
ENSG00000129673,28
ENSG00000129675,18807
ENSG00000129680,1133
ENSG00000129682,395
ENSG00000129691,10723
ENSG00000129696,2212
ENSG00000129744,0
ENSG00000129749,711
ENSG00000129757,1933
ENSG00000129810,193
ENSG00000129824,14552
ENSG00000129862,4
ENSG00000129864,4
ENSG00000129873,4
ENSG00000129910,0
ENSG00000129911,19076
ENSG00000129925,32889
ENSG00000129932,1671
ENSG00000129933,26624
ENSG00000129946,19
ENSG00000129951,109
ENSG00000129965,4
ENSG00000129968,41621
ENSG00000129988,9
ENSG00000129990,5
ENSG00000129991,1
ENSG00000129993,11085
ENSG00000130005,766
ENSG00000130021,2648
ENSG00000130023,1574
ENSG00000130024,3705
ENSG00000130032,0
ENSG00000130035,48
ENSG00000130037,14
ENSG00000130038,2544
ENSG00000130045,31
ENSG00000130052,1522
ENSG00000130054,11
ENSG00000130055,0
ENSG00000130066,122592
ENSG00000130119,4447
ENSG00000130147,190
ENSG00000130150,16382
ENSG00000130158,325
ENSG00000130159,9430
ENSG00000130164,3833
ENSG00000130165,15448
ENSG00000130167,286
ENSG00000130173,2
ENSG00000130175,49015
ENSG00000130176,31
ENSG00000130177,6408
ENSG00000130182,19
ENSG00000130193,1898
ENSG00000130202,4328
ENSG00000130203,29
ENSG00000130204,3352
ENSG00000130208,12
ENSG00000130222,697
ENSG00000130224,0
ENSG00000130226,0
ENSG00000130227,14220
ENSG00000130234,0
ENSG00000130244,4935
ENSG00000130254,15273
ENSG00000130255,34432
ENSG00000130270,1184
ENSG00000130287,0
ENSG00000130294,1
ENSG00000130299,1913
ENSG00000130300,588
ENSG00000130303,20147
ENSG00000130304,4650
ENSG00000130305,10250
ENSG00000130307,17
ENSG00000130309,36613
ENSG00000130311,7746
ENSG00000130312,3118
ENSG00000130313,24375
ENSG00000130332,4779
ENSG00000130338,1429
ENSG00000130340,2764
ENSG00000130347,675
ENSG00000130348,2141
ENSG00000130349,763
ENSG00000130363,1918
ENSG00000130368,0
ENSG00000130377,4
ENSG00000130382,25049
ENSG00000130383,0
ENSG00000130385,4
ENSG00000130396,1001
ENSG00000130402,56119
ENSG00000130413,62
ENSG00000130414,10670
ENSG00000130427,6
ENSG00000130429,5051
ENSG00000130433,123
ENSG00000130449,7702
ENSG00000130475,14055
ENSG00000130477,3
ENSG00000130479,12974
ENSG00000130487,958
ENSG00000130508,22
ENSG00000130511,10688
ENSG00000130513,65
ENSG00000130517,10529
ENSG00000130518,2218
ENSG00000130520,7075
ENSG00000130522,40783
ENSG00000130528,1
ENSG00000130529,425
ENSG00000130538,4
ENSG00000130540,0
ENSG00000130544,2004
ENSG00000130545,57
ENSG00000130558,97
ENSG00000130559,2414
ENSG00000130560,12353
ENSG00000130561,23
ENSG00000130584,231
ENSG00000130589,18114
ENSG00000130590,768
ENSG00000130592,295924
ENSG00000130595,1014
ENSG00000130598,2591
ENSG00000130635,34
ENSG00000130638,5233
ENSG00000130640,17093
ENSG00000130643,25
